1,Kepanjen Kidul,1
2,Sukorejo,1
3,Nglegok,2
4,Bakung,2
5,Wates,2
6,Wonotirto,2
7,Panggungrejo,2
8,Gandusari,2
9,Wlingi,2
10,Ponggok,2
11,Kademangan,2
12,Sananwetan,1
13,Kanigoro,2
14,Sutojayan,2
15,Doko,2
16,Kesamben,2
17,Talun,2
18,Sanankulon,2
19,Srengat,2
20,Selopuro,2
21,Garum,2
